main,mid,sub,applicationNumber,link
27,09,14,4019680004394,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727ce40a0b0cbcd69b484901c2c31bf2f3
01,15,03,4019680004395,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c54030bca96e326994db61cd5af7f076a530
26,01,19,4019680004395,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c54030bca96e326994db61cd5af7f076a530
27,09,14,4019680004395,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c54030bca96e326994db61cd5af7f076a530
01,15,03,4019680004396,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727ce40a0b0cbcd69b339c82c0908ff8f3
26,01,19,4019680004396,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727ce40a0b0cbcd69b339c82c0908ff8f3
27,09,14,4019680004396,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727ce40a0b0cbcd69b339c82c0908ff8f3
03,13,01,4019680004402,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a7263e83a8e190536390b26daa1bf1eb243
03,13,24,4019680004402,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a7263e83a8e190536390b26daa1bf1eb243
27,05,01,4019680004402,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a7263e83a8e190536390b26daa1bf1eb243
19,11,25,4019680004404,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c54044f94cf747177a6fd3985897028f2e11
26,01,16,4019680004404,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c54044f94cf747177a6fd3985897028f2e11
26,04,03,4019680004432,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a722887ab872901ba26dfd51187662f1b27
26,04,18,4019680004432,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a722887ab872901ba26dfd51187662f1b27
04,05,01,4019680004437,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a722887ab872901ba26872147493632a87e
05,01,16,4019680004437,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a722887ab872901ba26872147493632a87e
26,01,18,4019680004465,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a7204b8d4edc56e9d2ff859135e178e9a72
27,09,03,4019680004465,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a7204b8d4edc56e9d2ff859135e178e9a72
27,09,19,4019680004465,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a7204b8d4edc56e9d2ff859135e178e9a72
26,01,18,4019680004466,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a7204b8d4edc56e9d2fe29eb2792f56c343
27,09,03,4019680004466,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a7204b8d4edc56e9d2fe29eb2792f56c343
27,09,19,4019680004466,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a7204b8d4edc56e9d2fe29eb2792f56c343
26,05,02,4019680004470,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72aa6605f9a88ea3796d66be586268d2a1
26,05,18,4019680004470,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72aa6605f9a88ea3796d66be586268d2a1
01,03,15,4019680004509,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72702a6e3316036bf8f36e7b28413b49c8
26,01,13,4019680004509,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72702a6e3316036bf8f36e7b28413b49c8
01,03,15,4019680004510,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a728c2b50d78f9e3df0b1483b7852de6a87
26,01,13,4019680004510,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a728c2b50d78f9e3df0b1483b7852de6a87
26,03,01,4019680004512,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a728c2b50d78f9e3df00520ba57cd7dfade
26,03,23,4019680004512,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a728c2b50d78f9e3df00520ba57cd7dfade
01,01,10,4019680004531,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e7383ac5992160f9d
26,02,18,4019680004531,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e7383ac5992160f9d
26,02,24,4019680004531,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e7383ac5992160f9d
28,03,03,4019680004531,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e7383ac5992160f9d
01,01,10,4019680004532,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e849900951bf4d30c
26,02,18,4019680004532,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e849900951bf4d30c
26,02,24,4019680004532,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e849900951bf4d30c
28,03,03,4019680004532,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e849900951bf4d30c
01,01,10,4019680004533,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e5d358c28c64ba767
26,02,18,4019680004533,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e5d358c28c64ba767
26,02,24,4019680004533,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e5d358c28c64ba767
28,03,03,4019680004533,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e5d358c28c64ba767
04,03,20,4019680004534,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72c8efe9c1a5df715e393cd7a1308ab145
06,01,04,4019680004536,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c54022c7234b2a27a7f13931d07a516a87da
26,01,16,4019680004536,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c54022c7234b2a27a7f13931d07a516a87da
26,01,18,4019680004536,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c54022c7234b2a27a7f13931d07a516a87da
02,01,01,4019680004544,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72dd93e8671ad23def88bbeb342bb7a0b9
26,04,14,4019680004544,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72dd93e8671ad23def88bbeb342bb7a0b9
26,04,18,4019680004544,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72dd93e8671ad23def88bbeb342bb7a0b9
05,13,08,4019680004554,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a728e43e20eeb92cf4911c9db805c3674aa
09,01,10,4019680004554,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a728e43e20eeb92cf4911c9db805c3674aa
05,13,08,4019680004555,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c5400764a3f6a2d77dd1298a21a10519109f
09,01,10,4019680004555,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c5400764a3f6a2d77dd1298a21a10519109f
05,13,08,4019680004556,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a728e43e20eeb92cf49c9149059fae1d0eb
11,03,01,4019680004556,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a728e43e20eeb92cf49c9149059fae1d0eb
05,13,08,4019680004559,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a728e43e20eeb92cf49b356fa072026d573
26,11,08,4019680004559,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a728e43e20eeb92cf49b356fa072026d573
26,11,11,4019680004559,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a728e43e20eeb92cf49b356fa072026d573
05,03,13,4019680004564,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a7265fbb42e882bb67aa620ecd1750be0ed
05,03,13,4019680004565,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a7265fbb42e882bb67a29be692e95443573
05,05,20,4019680004570,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72e6f4572c532e035bd63cb86b0df50253
26,04,03,4019680004570,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72e6f4572c532e035bd63cb86b0df50253
26,04,15,4019680004570,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72e6f4572c532e035bd63cb86b0df50253
05,05,20,4019680004572,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72e6f4572c532e035b6f9f10ab8dac80fc
26,04,03,4019680004572,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72e6f4572c532e035b6f9f10ab8dac80fc
26,04,15,4019680004572,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72e6f4572c532e035b6f9f10ab8dac80fc
02,01,01,4019680004576,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c540617b44a3e357b3c2aa714d8beadd1e2b
24,07,23,4019680004576,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c540617b44a3e357b3c2aa714d8beadd1e2b
26,01,14,4019680004576,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c540617b44a3e357b3c2aa714d8beadd1e2b
26,11,02,4019680004582,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c540aa7df714ce6a51550d8ca3fa383c9461
26,11,13,4019680004582,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c540aa7df714ce6a51550d8ca3fa383c9461
26,11,03,4019680004586,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a729b3dc5d2ffe9a23b516fbaab90e6b44f
26,11,07,4019680004586,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a729b3dc5d2ffe9a23b516fbaab90e6b44f
26,11,25,4019680004586,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a729b3dc5d2ffe9a23b516fbaab90e6b44f
26,11,03,4019680004587,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a729b3dc5d2ffe9a23bb8a722fa2daa66c2
26,11,07,4019680004587,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a729b3dc5d2ffe9a23bb8a722fa2daa66c2
26,11,25,4019680004587,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a729b3dc5d2ffe9a23bb8a722fa2daa66c2
26,04,06,4019680004601,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a839e064f04d05413db
26,04,18,4019680004601,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a839e064f04d05413db
27,05,24,4019680004601,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a839e064f04d05413db
26,04,06,4019680004602,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a83d75178925bd6671e
26,04,18,4019680004602,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a83d75178925bd6671e
27,05,24,4019680004602,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a83d75178925bd6671e
26,04,06,4019680004603,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a83cc988eb552a5ba28
26,04,18,4019680004603,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a83cc988eb552a5ba28
26,04,06,4019680004604,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a8350b89391f4296f8b
26,04,18,4019680004604,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a8350b89391f4296f8b
27,05,24,4019680004604,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a8350b89391f4296f8b
26,04,06,4019680004605,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a834178cfcb7d54399f
26,04,18,4019680004605,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a834178cfcb7d54399f
27,05,24,4019680004605,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a727edb7ff83c678a834178cfcb7d54399f
03,07,17,4019680004612,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae713cb57b2c415c53e0
26,01,18,4019680004612,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae713cb57b2c415c53e0
03,07,17,4019680004613,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae714ee478fccbcf4935
26,01,18,4019680004613,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae714ee478fccbcf4935
03,07,17,4019680004614,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae71d38392e102856b31
26,01,18,4019680004614,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae71d38392e102856b31
03,07,17,4019680004615,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae71c0f61d195bb2d7de
26,01,18,4019680004615,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae71c0f61d195bb2d7de
03,07,17,4019680004616,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae71b3c9d8cb53d053e8
26,01,18,4019680004616,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae71b3c9d8cb53d053e8
26,01,18,4019680004617,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae71fd3b9f841f635ef6
26,01,18,4019680004618,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae719276bf6470f2d173
26,01,18,4019680004619,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72cde631069994ae71a418de97acd42a34
26,01,18,4019680004620,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a726010fdc9061dbf05448e24bdf35949a9
26,01,18,4019680004621,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a726010fdc9061dbf050baf7e597419048f
26,03,19,4019680004630,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a720664fdf52c6b8ae70c764ced7eae10bf
01,15,07,4019680004636,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a720664fdf52c6b8ae7e34d590600cb8d71
27,09,18,4019680004636,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a720664fdf52c6b8ae7e34d590600cb8d71
01,15,05,4019680004637,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a720664fdf52c6b8ae72d4f32ee24fbd2ba
27,09,18,4019680004637,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a720664fdf52c6b8ae72d4f32ee24fbd2ba
01,15,05,4019680004638,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a720664fdf52c6b8ae7907097a7cfd71520
27,09,18,4019680004638,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a720664fdf52c6b8ae7907097a7cfd71520
01,15,05,4019680004639,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a720664fdf52c6b8ae785e258d1b89e730f
27,09,18,4019680004639,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a720664fdf52c6b8ae785e258d1b89e730f
01,15,05,4019680004640,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a720291630a902e8a2d2c9c31a39fa5386e
27,09,18,4019680004640,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a720291630a902e8a2d2c9c31a39fa5386e
01,01,04,4019680004642,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ad7a17eeeef6e4ea4b5e22ef00dd3e290a6a47d48dfdf8c2ac8aa5ed5366c540945176b0cb09150910f81e7dc1c08556
03,01,02,4019680004650,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72eadfe7b7fc012178bfd3f68a6ad5fb48
24,01,12,4019680004650,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72eadfe7b7fc012178bfd3f68a6ad5fb48
24,01,19,4019680004650,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c349bd15dcc0d8ce67cf896dc8b7564a72eadfe7b7fc012178bfd3f68a6ad5fb48
26,04,09,4119680000075,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31f8361fb8184a44a7d1d7fd8448984e9874d25c987a60eb847848dd3c547f0cc
26,04,09,4119680000078,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31f8361fb8184a44a7d1d7fd8448984e9874d25c987a60eb85c1f611dc2a535e1
26,04,09,4119680000081,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=75a63eed5a438998fe897a23675ce4c31f8361fb8184a44a7d1d7fd8448984e956ec85b01ac81dc3ec0733e717c9a29c
